titulo|tipo|categoria|marca|modelo|año|kilometraje_km|precio|precio_etiqueta|tipo_transmision|caja|detalle|tags|ubicacion|url_auto
Nissan X-Trail 2025|nuevo|camionetas-suv|Nissan|X-Trail|2025.0|0.0|31660.0|$30K - $40K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Nissan"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/nissan-x-trail-2025-1709646
Honda Cr-V 2025|nuevo|camionetas-suv|Honda|Cr-V|2025.0|0.0|41490.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Honda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/honda-cr-v-2025-1709635
Renault Stepway 2025|nuevo|camionetas-suv|Renault|Stepway|2025.0|0.0|16490.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-stepway-2025-1705791
Mazda Cx-30 2026|nuevo|camionetas-suv|Mazda|Cx-30|2026.0|0.0|27990.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Mazda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/mazda-cx-30-2026-1705778
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846413
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846409
Kia Sportage 2025|nuevo|camionetas-suv|Kia|Sportage|2025.0|0.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2025-1846406
Ford Expedition 2025|nuevo|camionetas-suv|Ford|Expedition|2025.0|0.0|83990.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-expedition-2025-1743700
Nissan X-Trail E-Power 2025|nuevo|camionetas-suv|Nissan|X-Trail E-Power|2025.0|0.0|47740.0|$40K a más|Automática||"Híbrido|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Nissan"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/nissan-x-trail-e-power-2025-1827089
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846410
Renault Duster 2026|nuevo|camionetas-suv|Renault|Duster|2026.0|0.0|19490.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-duster-2026-1705784
Mazda Cx-9 2025|nuevo|camionetas-suv|Mazda|Cx-9|2025.0|0.0|38990.0|$30K - $40K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Mazda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/mazda-cx-9-2025-1734339
Ford Escape 2024|nuevo|camionetas-suv|Ford|Escape|2024.0|0.0|37990.0|$30K - $40K|Automática||"Híbrido|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-escape-2024-1827144
Hyundai Palisade 2025|nuevo|camionetas-suv|Hyundai|Palisade|2025.0|0.0|49990.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-palisade-2025-1702785
Dfsk E5 2025|nuevo|camionetas-suv|DFSK|E5|2025.0|0.0|29990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-e5-2025-1827084
Mazda Cx-90 2026|nuevo|camionetas-suv|Mazda|Cx-90|2026.0|0.0|48490.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Mazda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/mazda-cx-90-2026-1743573
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846340
Hyundai Stargazer 2025|nuevo|camionetas-suv|Hyundai|Stargazer|2025.0|0.0|22490.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-stargazer-2025-1827060
Mitsubishi Montero Sport 2025|nuevo|camionetas-suv|Mitsubishi|Montero Sport|2025.0||56990.0|$40K a más|Mecánica||"Diesel|Mecánica
Lima, Lima
La Montero Sport Combina Elegancia Y Espíritu Off Road"||Lima, Lima|https://neoauto.com/auto/nuevo/mitsubishi-montero-sport-2025-1848947
Kia Sportage 2025|nuevo|camionetas-suv|Kia|Sportage|2025.0|0.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2025-1846418
Kia Sportage 2025|nuevo|camionetas-suv|Kia|Sportage|2025.0|0.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2025-1846376
Nissan Qashqai 2025|nuevo|camionetas-suv|Nissan|Qashqai|2025.0|0.0|31090.0|$30K - $40K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Nissan"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/nissan-qashqai-2025-1827053
Mazda Cx-5 2026|nuevo|camionetas-suv|Mazda|Cx-5|2026.0|0.0|29490.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Mazda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/mazda-cx-5-2026-1705764
Ford Bronco Sport 2025|nuevo|camionetas-suv|Ford|Bronco Sport|2025.0|0.0|49490.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-bronco-sport-2025-1706293
Hyundai Creta 2026|nuevo|camionetas-suv|Hyundai|Creta|2026.0|0.0|24290.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-creta-2026-1702779
Hyundai Tucson 2026|nuevo|camionetas-suv|Hyundai|Tucson|2026.0|0.0|26090.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-tucson-2026-1702783
Ford Territory 2026|nuevo|camionetas-suv|Ford|Territory|2026.0|0.0|25990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-territory-2026-1726194
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846411
Dfsk Glory 600 2024|nuevo|camionetas-suv|DFSK|Glory 600|2024.0|0.0|27990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-glory-600-2024-1827087
Hyundai Creta Grand 2025|nuevo|camionetas-suv|Hyundai|Creta Grand|2025.0|0.0|29490.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-creta-grand-2025-1702781
Honda Hr-V 2025|nuevo|camionetas-suv|Honda|Hr-V|2025.0|0.0|25990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Honda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/honda-hr-v-2025-1769746
Nissan Kicks 2026|nuevo|camionetas-suv|Nissan|Kicks|2026.0|0.0|19390.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Nissan"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/nissan-kicks-2026-1709641
Dfsk Glory 580 2025|nuevo|camionetas-suv|DFSK|Glory 580|2025.0|0.0|19290.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-glory-580-2025-1826170
Kia Sportage 2025|nuevo|camionetas-suv|Kia|Sportage|2025.0|0.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2025-1846407
Kia Sportage 2025|nuevo|camionetas-suv|Kia|Sportage|2025.0|0.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2025-1846416
Renault Kardian 2025|nuevo|camionetas-suv|Renault|Kardian|2025.0|0.0|20990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-kardian-2025-1827079
Hyundai Kona Hev 2025|nuevo|camionetas-suv|Hyundai|Kona Hev|2025.0|0.0|25990.0|$20K - $30K|Automática||"Híbrido|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-kona-hev-2025-1827057
Dfsk Glory 560 2026|nuevo|camionetas-suv|DFSK|Glory 560|2026.0|0.0|16190.0|$10K - $20K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-glory-560-2026-1827069
Kia Sportage 2025|nuevo|camionetas-suv|Kia|Sportage|2025.0|0.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2025-1846346
Hyundai Santa Fe 2025|nuevo|camionetas-suv|Hyundai|Santa Fe|2025.0|0.0|36990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-santa-fe-2025-1702784
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846408
Mazda Cx-60 2025|nuevo|camionetas-suv|Mazda|Cx-60|2025.0|0.0|44490.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Mazda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/mazda-cx-60-2025-1743570
Honda Pilot 2025|nuevo|camionetas-suv|Honda|Pilot|2025.0|0.0|57990.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Honda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/honda-pilot-2025-1718653
Renault Kwid 2026|nuevo|camionetas-suv|Renault|Kwid|2026.0|0.0|10990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-kwid-2026-1705788
Ford Explorer 2025|nuevo|camionetas-suv|Ford|Explorer|2025.0|0.0|51990.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-explorer-2025-1706299
Mitsubishi Xpander Cross 2025|nuevo|camionetas-suv|Mitsubishi|Xpander Cross|2025.0||25990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Xpander Cross Combina Versatilidad, Diseño Y Seguridad"||Lima, Lima|https://neoauto.com/auto/nuevo/mitsubishi-xpander-cross-2025-1848944
Kia Sportage 2025|nuevo|camionetas-suv|Kia|Sportage|2025.0|0.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2025-1846373
Ford Bronco 2024|nuevo|camionetas-suv|Ford|Bronco|2024.0|0.0|84990.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-bronco-2024-1827048
Renault Koleos 2025|nuevo|camionetas-suv|Renault|Koleos|2025.0|0.0|26990.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-koleos-2025-1705787
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846341
Dfsk Glory 500 2025|nuevo|camionetas-suv|DFSK|Glory 500|2025.0|0.0|13490.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-glory-500-2025-1827067
Mazda Cx-3 2025|nuevo|camionetas-suv|Mazda|Cx-3|2025.0|0.0|19990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Mazda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/mazda-cx-3-2025-1705763
Hyundai Venue 2026|nuevo|camionetas-suv|Hyundai|Venue|2026.0|0.0|17990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-venue-2026-1702778
Honda Zr-V 2025|nuevo|camionetas-suv|Honda|Zr-V|2025.0|0.0|33990.0|$30K - $40K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Honda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/honda-zr-v-2025-1769765
Nissan Patrol 2024|nuevo|camionetas-suv|Nissan|Patrol|2024.0|0.0|84800.0|$40K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Nissan"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/nissan-patrol-2024-1709644
Toyota 4runner 2018|seminuevos|camionetas-suv|Toyota|4runner|2018.0|46996.0|45900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
46,996 Kms
Lima, Lima
TOYOTA 4RUNNER 4.0LT AT LIMITED / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-4runner-2018-1849989
Mercedes Benz Gle 400 4matic 2017|seminuevos|camionetas-suv|Mercedes Benz|Gle 400 4matic|2017.0|102400.0|22990.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
102,400 Kms
Lima, Lima
Lujo, Potencia Y Elegancia: ¡Tu Próxima Mercedes Te Espera!"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-400-4matic-2017-1843946
Chevrolet Suburban 2018|seminuevos|camionetas-suv|Chevrolet|Suburban|2018.0|67160.0|39500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
67,160 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-suburban-2018-1817675
Haval H6 2023|seminuevos|camionetas-suv|Haval|H6|2023.0|944.0|17600.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
944 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/haval-h6-2023-1851787
Mazda Cx-5 2022|seminuevos|camionetas-suv|Mazda|Cx-5|2022.0|54697.0|24500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
54,697 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-5-2022-1848633
Toyota Fortuner 2024|seminuevos|camionetas-suv|Toyota|Fortuner|2024.0|17612.0|36500.0|$30K - $40K|Mecánica||"Gasolina|Mecánica
Kilometraje:
17,612 Kms
Lima, Lima
TOYOTA FORTUNER 2.7 FULL 4X2 M/T"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-fortuner-2024-1846656
Audi Q5 2023|seminuevos|camionetas-suv|Audi|Q5|2023.0|27000.0|52900.0|$40K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
27,000 Kms
Lima, Lima
Audi Q5 Advanced 45 TFSI - MY2023"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q5-2023-1817250
Toyota Yaris Cross 2025|seminuevos|camionetas-suv|Toyota|Yaris Cross|2025.0|9285.0|23500.0|$20K - $30K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
9,285 Kms
Lima, Lima
TOYOTA YARIS CROSS 1.5 HV FULL CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-yaris-cross-2025-1847934
Jeep Grand Cherokee Laredo 2019|seminuevos|camionetas-suv|Jeep|Grand Cherokee Laredo|2019.0|61928.0|29900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
61,928 Kms
Lima, Lima
JEEP GRAND CHEROKEE LAREDO / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2019-1798062
Jeep Compass Sport 2022|seminuevos|camionetas-suv|Jeep|Compass Sport|2022.0|10582.0|24900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
10,582 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-compass-sport-2022-1833600
Audi Q8 2023|seminuevos|camionetas-suv|Audi|Q8|2023.0|2570.0|84900.0|$40K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
2,570 Kms
Lima, Lima
AUDI Q8 AMBITION 55 TFSI QUATTRO TIPTRONIC - 2023"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q8-2023-1778926
Honda Hr-V 2021|seminuevos|camionetas-suv|Honda|Hr-V|2021.0|55385.0|18900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
55,385 Kms
Lima, Lima
HONDA HRV"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-hr-v-2021-1846089
Toyota Rav4 2019|seminuevos|camionetas-suv|Toyota|Rav4|2019.0|62945.0|29500.0|$20K - $30K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
62,945 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2019-1809325
Volvo Xc-60 2024|seminuevos|camionetas-suv|Volvo|Xc-60|2024.0|8262.0|58990.0|$40K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
8,262 Kms
Lima, Lima
ENTREGA INMEDIATA"||Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2024-1846665
Kia Sportage 2018|seminuevos|camionetas-suv|Kia|Sportage|2018.0|35299.0|19500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
35,299 Kms
Lima, Lima
KIA SPORTAGE LX AT FULL 2018"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2018-1834621
Toyota Corolla Cross 2023|seminuevos|camionetas-suv|Toyota|Corolla Cross|2023.0|20822.0|29500.0|$20K - $30K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
20,822 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2023-1832987
Lexus Nx 350h Luxury 2025|seminuevos|camionetas-suv|Lexus|Nx 350h Luxury|2025.0|6946.0|62000.0|$40K a más|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
6,946 Kms
Lima, Lima
LEXUS NX350H LUXURY 2,5 LTS CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-nx-350h-luxury-2025-1850537
Jeep Commander 2025|seminuevos|camionetas-suv|Jeep|Commander|2025.0|4500.0|39000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
4,500 Kms
Lima, Lima
03 FILAS, GARANTÍA DE FÁBRICA 2028 Ó 100000 Km"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-commander-2025-1848933
Mercedes Benz Eqa 350 2023|seminuevos|camionetas-suv|Mercedes Benz|Eqa 350|2023.0|11500.0|46500.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
11,500 Kms
Lima, Lima
AUTO 100% ELÉCTRICO, TECHO PANORAMICO"|SUPER EQUIPADO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-eqa-350-2023-1821086
Bmw X3 20i 2022|seminuevos|camionetas-suv|BMW|X3 20i|2022.0|39430.0|43000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
39,430 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-20i-2022-1843734
