titulo|tipo|categoria|marca|modelo|año|kilometraje_km|precio|precio_etiqueta|tipo_transmision|caja|detalle|tags|ubicacion|url_auto
Dfsk Glory 560 2026|nuevo|camionetas-suv|DFSK|Glory 560|2026.0|0.0|15990.0|$10K - $20K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-glory-560-2026-1827069
Dfsk Glory 500 2025|nuevo|camionetas-suv|DFSK|Glory 500|2025.0|0.0|13190.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-glory-500-2025-1827067
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846413
Ford Explorer 2025|nuevo|camionetas-suv|Ford|Explorer|2025.0|0.0|52990.0|$50K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-explorer-2025-1706299
Dfsk Glory 600 2026|nuevo|camionetas-suv|DFSK|Glory 600|2026.0|0.0|25490.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-glory-600-2026-1827087
Ford Escape 2024|nuevo|camionetas-suv|Ford|Escape|2024.0|0.0|37990.0|$30K - $40K|Automática||"Híbrido|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-escape-2024-1827144
Renault Kwid 2026|nuevo|camionetas-suv|Renault|Kwid|2026.0|0.0|10990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-kwid-2026-1705788
Hyundai Creta 2026|nuevo|camionetas-suv|Hyundai|Creta|2026.0|0.0|21590.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-creta-2026-1702779
Renault Duster 2026|nuevo|camionetas-suv|Renault|Duster|2026.0|0.0|19690.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-duster-2026-1705784
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846408
Honda Cr-V 2025|nuevo|camionetas-suv|Honda|Cr-V|2025.0|0.0|41490.0|$40K - $50K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Honda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/honda-cr-v-2025-1709635
Honda Pilot 2025|nuevo|camionetas-suv|Honda|Pilot|2025.0|0.0|54990.0|$50K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Honda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/honda-pilot-2025-1718653
Mitsubishi Xpander Cross 2025|nuevo|camionetas-suv|Mitsubishi|Xpander Cross|2025.0|0.0|25990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Xpander Cross Combina Versatilidad, Diseño Y Seguridad"||Lima, Lima|https://neoauto.com/auto/nuevo/mitsubishi-xpander-cross-2025-1848944
Hyundai Tucson 2026|nuevo|camionetas-suv|Hyundai|Tucson|2026.0|0.0|26090.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-tucson-2026-1702783
Ford Bronco 2025|nuevo|camionetas-suv|Ford|Bronco|2025.0|0.0|84990.0|$50K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-bronco-2025-1827048
Nissan Kicks 2026|nuevo|camionetas-suv|Nissan|Kicks|2026.0|0.0|17890.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Nissan"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/nissan-kicks-2026-1709641
Dfsk Glory 580 2026|nuevo|camionetas-suv|DFSK|Glory 580|2026.0|0.0|18190.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-glory-580-2026-1826170
Nissan X-Trail E-Power 2026|nuevo|camionetas-suv|Nissan|X-Trail E-Power|2026.0|0.0|47810.0|$40K - $50K|Automática||"Híbrido|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Nissan"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/nissan-x-trail-e-power-2026-1827089
Ford Territory 2026|nuevo|camionetas-suv|Ford|Territory|2026.0|0.0|25990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-territory-2026-1726194
Dfsk E5 2025|nuevo|camionetas-suv|DFSK|E5|2025.0|0.0|27990.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias DFSK"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/dfsk-e5-2025-1827084
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846341
Ford Explorer 2025|nuevo|camionetas-suv|Ford|Explorer|2025.0|0.0|52990.0|$50K a más|Automática||"Gasolina|Automática
Lima, Lima
15% Descuento En Los 3 Primeros Mantenimientos"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-explorer-2025-1855156
Renault Kardian 2025|nuevo|camionetas-suv|Renault|Kardian|2025.0|0.0|18990.0|$10K - $20K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-kardian-2025-1827079
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846340
Kia Sportage 2024|nuevo|camionetas-suv|Kia|Sportage|2024.0|0.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-sportage-2024-1846411
Hyundai Creta Grand 2026|nuevo|camionetas-suv|Hyundai|Creta Grand|2026.0|0.0|29490.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Hyundai"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/hyundai-creta-grand-2026-1702781
Renault Koleos 2025|nuevo|camionetas-suv|Renault|Koleos|2025.0|0.0|26990.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Renault"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/renault-koleos-2025-1705787
Ford Bronco Sport 2025|nuevo|camionetas-suv|Ford|Bronco Sport|2025.0|0.0|39990.0|$30K - $40K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Ford"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/ford-bronco-sport-2025-1706293
Honda Zr-V 2025|nuevo|camionetas-suv|Honda|Zr-V|2025.0|0.0|33990.0|$30K - $40K|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Honda"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/honda-zr-v-2025-1769765
Gac Emkoo 2024|nuevo|camionetas-suv|Otra Marca|Gac Emkoo|2024.0|0.0|18990.0|$10K - $20K|Automática||"Gasolina|Automática
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/nuevo/gac-emkoo-2024-1852393
Nissan Patrol 2024|nuevo|camionetas-suv|Nissan|Patrol|2024.0|0.0|84800.0|$50K a más|Automática||"Gasolina|Automática
Lima, Lima
Compra Tu Próximo 0KM En Maquinarias Nissan"|PREMIUM|Lima, Lima|https://neoauto.com/auto/nuevo/nissan-patrol-2024-1709644
Kia Seltos 2026|nuevo|camionetas-suv|Kia|Seltos|2026.0|0.0|23890.0|$20K - $30K|Mecánica||"Gas GLP|Mecánica
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/nuevo/kia-seltos-2026-1852391
Bmw X6 30d 2016|seminuevos|camionetas-suv|BMW|X6 30d|2016.0|44626.0|55000.0|$50K a más|Automática|Secuencial|"Diesel|Automática - Secuencial
Kilometraje:
44,626 Kms
Lima, Lima
BMW X6 M 30D XDRIVE"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x6-30d-2016-1851383
Land Rover Range Rover Evoque 2016|seminuevos|camionetas-suv|Land Rover|Range Rover Evoque|2016.0|79108.0|24900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
79,108 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-evoque-2016-1840476
Bmw X3 2021|seminuevos|camionetas-suv|BMW|X3|2021.0|55000.0|34200.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
55,000 Kms
Lima, Lima
SDrive 20i, ASIENTOS DE CUERO, CAMARA Y SENSORES DE RETRO"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-2021-1851433
Porsche Macan 2024|seminuevos|camionetas-suv|Porsche|Macan|2024.0|26000.0|72900.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
26,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-2024-1853919
Toyota Rav4 2022|seminuevos|camionetas-suv|Toyota|Rav4|2022.0|83968.0|33000.0|$30K - $40K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
83,968 Kms
Lima, Lima
TOYOTA RAV4 HYBRID 2.5 PREMIUM 4X2 CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2022-1845323
Volvo Xc-40 2023|seminuevos|camionetas-suv|Volvo|Xc-40|2023.0|24906.0|34990.0|$30K - $40K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
24,906 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-40-2023-1851654
Land Rover Range Rover Sport 2020|seminuevos|camionetas-suv|Land Rover|Range Rover Sport|2020.0|23000.0|100000.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
23,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2020-1838557
Bmw X5 40i 2020|seminuevos|camionetas-suv|BMW|X5 40i|2020.0|21441.0|63900.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
21,441 Kms
Lima, Lima
BMW X5 40I XDRIVE 2020 - JC UGARTE"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x5-40i-2020-1759956
Hyundai Kona Hev 2024|seminuevos|camionetas-suv|Hyundai|Kona Hev|2024.0|10800.0|26990.0|$20K - $30K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
10,800 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-kona-hev-2024-1851376
Mercedes Benz Gle 400 4matic 2017|seminuevos|camionetas-suv|Mercedes Benz|Gle 400 4matic|2017.0|102400.0|22500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
102,400 Kms
Lima, Lima
Lujo, Potencia Y Elegancia: ¡Tu Próxima Mercedes Te Espera!"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-400-4matic-2017-1843946
Volkswagen Touareg 2023|seminuevos|camionetas-suv|Volkswagen|Touareg|2023.0|18500.0|48900.0|$40K - $50K|Automática||"Gasolina|Automática
Kilometraje:
18,500 Kms
Lima, Lima
ASIENTOS DE CUERO, CAMARA Y SENSORES DE RETROCESO"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-touareg-2023-1836568
Toyota 4runner 2018|seminuevos|camionetas-suv|Toyota|4runner|2018.0|117440.0|45900.0|$40K - $50K|Automática|Secuencial|"Dual|Automática - Secuencial
Kilometraje:
117,440 Kms
Lima, Lima
TOYOTA 4RUNNER 2018"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-4runner-2018-1842230
Jeep Grand Cherokee 2017|seminuevos|camionetas-suv|Jeep|Grand Cherokee|2017.0|93500.0|19900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
93,500 Kms
Lima, Lima
CHEROKEE LAREDO 4X2, GARANTÍA DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-2017-1854211
Kia Sportage 2018|seminuevos|camionetas-suv|Kia|Sportage|2018.0|75910.0|16900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
75,910 Kms
Lima, Lima
KIA SPORTAGE"||Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2018-1851461
Honda Pilot 2019|seminuevos|camionetas-suv|Honda|Pilot|2019.0|53214.0|23000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
53,214 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-pilot-2019-1848894
Suzuki S-Cross 2024|seminuevos|camionetas-suv|Suzuki|S-Cross|2024.0|5129.0|20000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
5,129 Kms
Lima, Lima
SUZUKI NEW S-CROSS 2024 1,4 LTS 4X4 MT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-s-cross-2024-1853768
Lexus Nx 350h 2023|seminuevos|camionetas-suv|Lexus|Nx 350h|2023.0|39292.0|46000.0|$40K - $50K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
39,292 Kms
Lima, Lima
LEXUS NX350H 2023 2.5 LTS 4X4 CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-nx-350h-2023-1853133
Volkswagen Tiguan Allspace 2022|seminuevos|camionetas-suv|Volkswagen|Tiguan Allspace|2022.0|23970.0|28900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
23,970 Kms
Lima, Lima
VOLKSWAGEN TIGUAN"||Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2022-1841717
Mazda Cx-60 2025|seminuevos|camionetas-suv|Mazda|Cx-60|2025.0|256.0|42000.0|$40K - $50K|Automática||"Gasolina|Automática
Kilometraje:
256 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-60-2025-1851028
Audi Q3 2021|seminuevos|camionetas-suv|Audi|Q3|2021.0|34200.0|35900.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
34,200 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q3-2021-1853897
Mercedes Benz Glc 200 Coupe 2022|seminuevos|camionetas-suv|Mercedes Benz|Glc 200 Coupe|2022.0|21000.0|54900.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
21,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-glc-200-coupe-2022-1849424
Honda Pilot 2023|seminuevos|camionetas-suv|Honda|Pilot|2023.0|5276.0|59000.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
5,276 Kms
Lima, Lima
HONDA PILOT TOURING / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-pilot-2023-1836786
Jeep Compass 2025|seminuevos|camionetas-suv|Jeep|Compass|2025.0|5500.0|29900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
5,500 Kms
Lima, Lima
COMPASS LIMITED 1.3, FULL, GARANTÍA DE FÁBRICA"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-compass-2025-1848775
Land Rover Discovery Sport 2018|seminuevos|camionetas-suv|Land Rover|Discovery Sport|2018.0|62556.0|22490.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
62,556 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-discovery-sport-2018-1849975
Bmw X3 20i 2017|seminuevos|camionetas-suv|BMW|X3 20i|2017.0|44085.0|27500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
44,085 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-20i-2017-1827598
Toyota Corolla Cross 2022|seminuevos|camionetas-suv|Toyota|Corolla Cross|2022.0|56135.0|21500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
56,135 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2022-1849579
