titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina
Maserati Grand Turismo 2018|autos|deportivo|Maserati|Grand Turismo|2018|US$ 84,900|"Gasolina|Automática - Secuencial
Kilometraje:
19,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|Gasolina|Automática|Secuencial|19000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/maserati-grand-turismo-2018-1840593|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Ford Mustang 1966|autos|deportivo|Ford|Mustang 1966||US$ 24,500|"Gasolina|Mecánica
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda"|Gasolina|Mecánica|||Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/ford-mustang-1966-1783756|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Ferrari 812 Superfast 2019|autos|deportivo|Ferrari|812 Superfast|2019|US$ 499,000|"Gasolina|Automática - Secuencial
Kilometraje:
2,400 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|Gasolina|Automática|Secuencial|2400.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/ferrari-812-superfast-2019-1846006|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Bmw M4 Cabrio 2016|autos|deportivo|BMW|M4 Cabrio|2016|US$ 59,500|"Gasolina|Automática - Secuencial
Kilometraje:
37,500 Kms
Lima, Lima
BMW M4 CABRIOLET"|Gasolina|Automática|Secuencial|37500.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-m4-cabrio-2016-1854266|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Mercedes Benz Slc-380 1981|autos|deportivo|Mercedes Benz|Slc-380|1981|US$ 22,900|"Gasolina|Automática
Kilometraje:
83,000 Kms
Lima, Lima
Auto En Execlente Estado"|Gasolina|Automática||83000.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/mercedes-benz-slc-380-1981-1848259|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Bmw M2 Coupe 2018|autos|deportivo|BMW|M2 Coupe|2018|US$ 47,500|"Gasolina|Automática - Secuencial
Kilometraje:
34,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|34000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/bmw-m2-coupe-2018-1824825|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Bmw I4 2024|autos|deportivo|BMW|I4|2024|US$ 76,991|"Eléctrico|Automática
Kilometraje:
2,284 Kms
Lima, Lima
BMW I4 EDrive40 IPerformance Eléctrico Paquete M Sport"|Eléctrico|Automática||2284.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-i4-2024-1803124|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Mercedes Benz A 35 Amg 2025|autos|deportivo|Mercedes Benz|A 35 Amg|2025|US$ 58,900|"Gasolina-Híbrido|Automática
Kilometraje:
5,800 Kms
Lima, Lima
AMG, GARANTIA DE FABRICA Y SERVICIOS DIVEMOTOR"|Gasolina-Híbrido|Automática||5800.0|Lima, Lima|SUPER EQUIPADO|https://neoauto.com/auto/seminuevo/mercedes-benz-a-35-amg-2025-1851146|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Bmw 420i Gran Coupe 2016|autos|deportivo|BMW|420i Gran Coupe|2016|US$ 17,500|"Gasolina|Automática - Secuencial
Kilometraje:
71,000 Kms
Lima, Lima
Único Propietario | 2.0L TwinPower Turbo (184hp)"|Gasolina|Automática|Secuencial|71000.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/bmw-420i-gran-coupe-2016-1853732|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Bmw M240i 2023|autos|deportivo|BMW|M240i|2023|US$ 72,900|"Gasolina|Automática - Secuencial
Kilometraje:
8,000 Kms
Lima, Lima
BMW M240 XDRIVE 2023"|Gasolina|Automática|Secuencial|8000.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-m240i-2023-1845432|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=1
Mercedes Benz Cla 200 Coupe 2023|autos|deportivo|Mercedes Benz|Cla 200 Coupe|2023|US$ 34,500|"Gasolina|Automática
Kilometraje:
7,600 Kms
Lima, Lima
PROGRESSIVE 4X2, GARANTÍA FAB. 2026 - SERVICIOS DIVEMOTOR"|Gasolina|Automática||7600.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-cla-200-coupe-2023-1853866|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Mercedes Benz Sec380 1983|autos|deportivo|Mercedes Benz|Sec380|1983|US$ 19,000|"Gasolina|Automática
Kilometraje:
127,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|Gasolina|Automática||127000.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/mercedes-benz-sec380-1983-1827320|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Porsche Taycan 2024|autos|deportivo|Porsche|Taycan|2024|US$ 110,000|"Eléctrico|Automática
Kilometraje:
31 Kms
Lima, Lima
Porsche Taycan MY2024, Vehículo 0 Km, Sin Placas"|Eléctrico|Automática||31.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/porsche-taycan-2024-1832180|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Porsche Taycan 2025|autos|deportivo|Porsche|Taycan|2025|US$ 200,000|"Eléctrico|Automática - Secuencial
Kilometraje:
1,500 Kms
Lima, Lima
PORSCHE TAYCAN TURBO 2025"|Eléctrico|Automática|Secuencial|1500.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/porsche-taycan-2025-1854271|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Bmw 120i 2013|autos|deportivo|BMW|120i|2013|US$ 12,800|"Gasolina|Automática
Kilometraje:
132,848 Kms
Lima, Lima"|Gasolina|Automática||132848.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/bmw-120i-2013-1853941|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Aston Martin Db9 2015|autos|deportivo|Aston Martin|Db9|2015|US$ 120,000|"Gasolina|Automática - Secuencial
Kilometraje:
7,800 Kms
Lima, Lima
ASTON MARTIN DB9 V12 CARBON BLACK SERIES"|Gasolina|Automática|Secuencial|7800.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/aston-martin-db9-2015-1854272|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Bmw M4 2017|autos|deportivo|BMW|M4|2017|US$ 44,500|"Gasolina|Automática
Kilometraje:
43,100 Kms
Lima, Lima"|Gasolina|Automática||43100.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/bmw-m4-2017-1848398|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Bmw M5 2023|autos|deportivo|BMW|M5|2023|US$ 115,000|"Gasolina|Automática - Secuencial
Kilometraje:
6,400 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|6400.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/bmw-m5-2023-1848896|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Lancia Beta 1985|autos|deportivo|Otra Marca|Lancia Beta|1985|US$ 8,500|"Gasolina|Mecánica
Kilometraje:
59,075 Kms
Lima, Lima
Ocasión - Vehiculo Único - De Lujo"|Gasolina|Mecánica||59075.0|Lima, Lima|OCASIÓN|https://neoauto.com/auto/seminuevo/lancia-beta-1985-1838729|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Maserati Granturismo 2013|autos|deportivo|Maserati|Granturismo|2013|US$ 57,990|"Gasolina|Automática
Kilometraje:
25,387 Kms
Lima, Lima"|Gasolina|Automática||25387.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/maserati-granturismo-2013-1837389|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Ford Mustang 1967|autos|deportivo|Ford|Mustang 1967||US$ 21,990|"Gasolina|Automática
Lima, Lima"|Gasolina|Automática|||Lima, Lima|[]|https://neoauto.com/auto/seminuevo/ford-mustang-1967-1844392|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Volvo 262 1981|autos|deportivo|Volvo|262|1981|US$ 10,500|"Gasolina|Automática
Kilometraje:
56,323 Kms
Lima, Lima"|Gasolina|Automática||56323.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/volvo-262-1981-1837385|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Ford Mustang 1967|autos|deportivo|Ford|Mustang 1967||US$ 119,000|"Gasolina|Mecánica
Lima, Lima"|Gasolina|Mecánica|||Lima, Lima|[]|https://neoauto.com/auto/seminuevo/ford-mustang-1967-1853291|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Mercedes Benz E 63 Amg 2021|autos|deportivo|Mercedes Benz|E 63 Amg|2021|US$ 86,990|"Gasolina|Automática - Secuencial
Kilometraje:
15,300 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|15300.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/mercedes-benz-e-63-amg-2021-1852608|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Mercedes Benz C 63 Amg S 2017|autos|deportivo|Mercedes Benz|C 63 Amg S|2017|US$ 60,900|"Gasolina|Automática - Secuencial
Kilometraje:
20,723 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|20723.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/mercedes-benz-c-63-amg-s-2017-1845453|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Lamborghini Huracan 2023|autos|deportivo|Lamborghini|Huracan|2023|US$ 390,000|"Gasolina|Automática - Secuencial
Kilometraje:
4,500 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|4500.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/lamborghini-huracan-2023-1853313|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Bmw M6 2015|autos|deportivo|BMW|M6|2015|US$ 36,990|"Gasolina|Automática
Kilometraje:
46,135 Kms
Lima, Lima"|Gasolina|Automática||46135.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/bmw-m6-2015-1846371|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Bmw M2 Coupe 2020|autos|deportivo|BMW|M2 Coupe|2020|US$ 59,990|"Gasolina|Automática - Secuencial
Kilometraje:
25,200 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|25200.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/bmw-m2-coupe-2020-1850150|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Bmw M4 2017|autos|deportivo|BMW|M4|2017|US$ 44,400|"Gasolina|Automática - Secuencial
Kilometraje:
43,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|43000.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/bmw-m4-2017-1853605|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Mercedes Benz Cla 45 Amg 2022|autos|deportivo|Mercedes Benz|Cla 45 Amg|2022|US$ 72,990|"Gasolina|Automática - Secuencial
Kilometraje:
15,875 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|15875.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/mercedes-benz-cla-45-amg-2022-1854236|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=2
Bmw M235i 2016|autos|deportivo|BMW|M235i|2016|US$ 26,900|"Gasolina|Automática - Secuencial
Kilometraje:
48,450 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|48450.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/bmw-m235i-2016-1850521|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=3
Bmw M240i 2023|autos|deportivo|BMW|M240i|2023|US$ 55,990|"Gasolina|Automática - Secuencial
Kilometraje:
21,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|21000.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/bmw-m240i-2023-1854105|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=3
Bmw M3 2024|autos|deportivo|BMW|M3|2024|US$ 110,000|"Gasolina|Automática
Kilometraje:
7,600 Kms
Lima, Lima"|Gasolina|Automática||7600.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/bmw-m3-2024-1854140|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--deportivo?page=3
